Disease_name,Gene_name,Gene_ID,Tissue
"?Fanconi anemia, complementation group W",RFWD3,ENSG00000168411,Kidney
"Wilms tumor, type 1",WT1,ENSG00000184937,Kidney
Wilms tumor,BRCA2,ENSG00000139618,Kidney
"Wilms tumor, somatic",GPC3,ENSG00000147257,Kidney
"Amelogenesis imperfecta, type IG (enamel-renal syndrome)",FAM20A,ENSG00000108950,Kidney
"Charcot-Marie-Tooth disease, dominant intermediate E",INF2,ENSG00000203485,Kidney
Sifrim-Hitz-Weiss syndrome,CHD4,ENSG00000111642,Kidney
Renal hypodysplasia/aplasia 3,GREB1L,ENSG00000141449,Kidney
Glycogen storage disease Ic,SLC37A4,ENSG00000137700,Kidney
Cenani-Lenz syndactyly syndrome,LRP4,ENSG00000134569,Kidney
"Acrofacial dysostosis 1, Nager type",SF3B4,ENSG00000143368,Kidney
Short-rib thoracic dysplasia 4 with or without polydactyly,TTC21B,ENSG00000123607,Kidney
"Fanconi anemia, complementation group P",SLX4,ENSG00000188827,Kidney
"Megabladder, congenital",MYOCD,ENSG00000141052,Kidney
"{Uric acid concentration, serum, QTL 2}",SLC2A9,ENSG00000109667,Kidney
"Hypouricemia, renal, 2",SLC2A9,ENSG00000109667,Kidney
Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy),RRM2B,ENSG00000048392,Kidney
Mitochondrial DNA depletion syndrome 8B (MNGIE type),RRM2B,ENSG00000048392,Kidney
"Bartter syndrome, type 3",CLCNKB,ENSG00000184908,Kidney
Short-rib thoracic dysplasia 7 with or without polydactyly,WDR35,ENSG00000118965,Kidney
"Polycystic kidney disease 4, with or without hepatic disease",PKHD1,ENSG00000170927,Kidney
Branchiooculofacial syndrome,TFAP2A,ENSG00000137203,Kidney
"Nephrotic syndrome, type 3",PLCE1,ENSG00000138193,Kidney
Cranioectodermal dysplasia 1,IFT122,ENSG00000163913,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to, 7}",DGKE,ENSG00000153933,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to, 7}",DGKE,ENSG00000153933,Kidney
"Nephrotic syndrome, type 7",DGKE,ENSG00000153933,Kidney
"Nephrotic syndrome, type 7",DGKE,ENSG00000153933,Kidney
Glycogen storage disease Ib,SLC37A4,ENSG00000137700,Kidney
Polycystic kidney disease 1,PKD1,ENSG00000008710,Kidney
"Vasculopathy, retinal, with cerebral leukoencephalopathy and systemic manifestations",TREX1,ENSG00000213689,Kidney
"Distal renal tubular acidosis 3, with or without sensorineural hearing loss",ATP6V0A4,ENSG00000105929,Kidney
Rhizomelic limb shortening with dysmorphic features,PKDCC,ENSG00000162878,Kidney
Orthostatic hypotension 2,CYB561,ENSG00000008283,Kidney
Nephronophthisis 3,NPHP3,ENSG00000113971,Kidney
"Bartter syndrome, type 2",KCNJ1,ENSG00000151704,Kidney
Van Maldergem syndrome 1,DCHS1,ENSG00000166341,Kidney
C3 deficiency,C3,ENSG00000125730,Kidney
"Hyperaldosteronism, familial, type III",KCNJ5,ENSG00000120457,Kidney
Vesicoureteral reflux 3,SOX17,ENSG00000164736,Kidney
"Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gistelinck type",TAPT1,ENSG00000169762,Kidney
"Nephrotic syndrome, type 12",NUP93,ENSG00000102900,Kidney
"?Nephrotic syndrome, type 13",NUP205,ENSG00000155561,Kidney
Neu-Laxova syndrome 1,PHGDH,ENSG00000092621,Kidney
"Alport syndrome 3, autosomal dominant",COL4A3,ENSG00000169031,Kidney
Fraser syndrome 1,FRAS1,ENSG00000138759,Kidney
"Congenital disorder of glycosylation, type IIl",COG6,ENSG00000133103,Kidney
Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis,FGFR2,ENSG00000066468,Kidney
"Hypouricemia, renal",SLC22A12,ENSG00000197891,Kidney
"Renal cell carcinoma, papillary, 1",TFE3,ENSG00000068323,Kidney
Bjornstad syndrome,BCS1L,ENSG00000074582,Kidney
Joubert syndrome 2,TMEM216,ENSG00000187049,Kidney
"Hypercalcemia, infantile, 1",CYP24A1,ENSG00000019186,Kidney
"Autoimmune lymphoproliferative syndrome, type III",PRKCD,ENSG00000163932,Kidney
"Xanthinuria, type I",XDH,ENSG00000158125,Kidney
Senior-Loken syndrome-1,NPHP1,ENSG00000144061,Kidney
Meckel syndrome 2,TMEM216,ENSG00000187049,Kidney
Polycystic kidney disease 3,GANAB,ENSG00000089597,Kidney
Meckel syndrome 3,TMEM67,ENSG00000164953,Kidney
?Lessel-Kubisch syndrome,MDM2,ENSG00000135679,Kidney
Peroxisome biogenesis disorder 3A (Zellweger),PEX12,ENSG00000108733,Kidney
"Methylmalonic aciduria and homocystinuria, cblC type",MMACHC,ENSG00000132763,Kidney
"Methylmalonic aciduria and homocystinuria, cblC type, digenic",PRDX1,ENSG00000117450,Kidney
"Glomerulosclerosis, focal segmental, 2",TRPC6,ENSG00000137672,Kidney
"Congenital disorder of glycosylation, type Il",ALG9,ENSG00000086848,Kidney
Hypophosphatemic rickets with hypercalciuria,SLC34A3,ENSG00000198569,Kidney
Wolcott-Rallison syndrome,EIF2AK3,ENSG00000172071,Kidney
"Hematuria, familial benign",COL4A4,ENSG00000081052,Kidney
"Hematuria, benign familial",COL4A3,ENSG00000169031,Kidney
Meckel syndrome 1,MKS1,ENSG00000011143,Kidney
"Congenital disorder of glycosylation, type Ia",PMM2,ENSG00000140650,Kidney
"CPT II deficiency, lethal neonatal",CPT2,ENSG00000157184,Kidney
Lysinuric protein intolerance,SLC7A7,ENSG00000155465,Kidney
"Mental retardation-hypotonic facies syndrome, X-linked",ATRX,ENSG00000085224,Kidney
Lipoprotein glomerulopathy,APOE,ENSG00000130203,Kidney
"Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps",COL4A1,ENSG00000187498,Kidney
"{TSC2 angiomyolipomas, renal, modifier of}",IFNG,ENSG00000111537,Kidney
Tuberous sclerosis-2,TSC2,ENSG00000103197,Kidney
Developmental delay with or without dysmorphic facies and autism,TRRAP,ENSG00000196367,Kidney
Nephronophthisis 11,TMEM67,ENSG00000164953,Kidney
"Glomerulosclerosis, focal segmental, 3",CD2AP,ENSG00000198087,Kidney
"Fanconi anemia, complementation group C",FANCC,ENSG00000158169,Kidney
?Nephronophthisis 9,NEK8,ENSG00000160602,Kidney
"Fanconi anemia, complementation group D2",FANCD2,ENSG00000144554,Kidney
Nephronophthisis 12,TTC21B,ENSG00000123607,Kidney
Congenital anomalies of kidney and urinary tract 1,DSTYK,ENSG00000133059,Kidney
Thrombocytopenia-absent radius syndrome,RBM8A,ENSG00000265241,Kidney
Distal renal tubular acidosis 2 with progressive sensorineural hearing loss,ATP6V1B1,ENSG00000116039,Kidney
"Hypocalcemia, autosomal dominant, with Bartter syndrome",CASR,ENSG00000036828,Kidney
"Hypocalcemia, autosomal dominant",CASR,ENSG00000036828,Kidney
?Meckel syndrome 12,KIF14,ENSG00000118193,Kidney
"Fructose intolerance, hereditary",ALDOB,ENSG00000136872,Kidney
?Hydroxykynureninuria,KYNU,ENSG00000115919,Kidney
"Microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome",CTU2,ENSG00000174177,Kidney
"Alport syndrome 2, autosomal recessive",COL4A4,ENSG00000081052,Kidney
"Alport syndrome 2, autosomal recessive",COL4A3,ENSG00000169031,Kidney
"Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development",PPP3CA,ENSG00000138814,Kidney
Schinzel-Giedion midface retraction syndrome,SETBP1,ENSG00000152217,Kidney
"Mitochondrial complex IV deficiency, nuclear type 1",SURF1,ENSG00000148290,Kidney
"Amyloidosis, familial visceral",FGA,ENSG00000171560,Kidney
"Amyloidosis, 3 or more types",APOA1,ENSG00000118137,Kidney
"Amyloidosis, renal",LYZ,ENSG00000090382,Kidney
"?Amyloidosis, familial visceral",B2M,ENSG00000166710,Kidney
Focal segmental glomerulosclerosis 9,CRB2,ENSG00000148204,Kidney
"Glomerulosclerosis, focal segmental, 7",PAX2,ENSG00000075891,Kidney
"Nephrotic syndrome, type 14",SGPL1,ENSG00000166224,Kidney
"Hypomagnesemia, seizures, and mental retardation 2",ATP1A1,ENSG00000163399,Kidney
"Fanconi anemia, complementation group I",FANCI,ENSG00000140525,Kidney
Nephropathy with pretibial epidermolysis bullosa and deafness,CD151,ENSG00000177697,Kidney
"{Autoimmune interstitial lung, joint, and kidney disease}",COPA,ENSG00000122218,Kidney
"Cutis laxa, autosomal recessive, type IC",LTBP4,ENSG00000090006,Kidney
"Hypocalciuric hypercalcemia, type III",AP2S1,ENSG00000042753,Kidney
Diamond-Blackfan anemia 7,RPL11,ENSG00000142676,Kidney
Joubert syndrome 34,B9D2,ENSG00000123810,Kidney
Joubert syndrome 34,B9D2,ENSG00000123810,Kidney
?Meckel syndrome 10,B9D2,ENSG00000123810,Kidney
?Meckel syndrome 10,B9D2,ENSG00000123810,Kidney
Gitelman syndrome,SLC12A3,ENSG00000070915,Kidney
Bardet-Biedl syndrome 6,MKKS,ENSG00000125863,Kidney
"Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital",ITGA3,ENSG00000005884,Kidney
Joubert syndrome 16,TMEM138,ENSG00000149483,Kidney
Liddle syndrome 1,SCNN1B,ENSG00000168447,Kidney
?Peroxisome biogenesis disorder 10B,PEX3,ENSG00000034693,Kidney
"Mental retardation, X-linked 99, syndromic, female-restricted",USP9X,ENSG00000124486,Kidney
Peroxisome biogenesis disorder 1B (NALD/IRD),PEX1,ENSG00000127980,Kidney
Nephronophthisis 20,MAPKBP1,ENSG00000137802,Kidney
Familial cold inflammatory syndrome 1,NLRP3,ENSG00000162711,Kidney
Alagille syndrome 2,NOTCH2,ENSG00000134250,Kidney
Wolfram syndrome 1,WFS1,ENSG00000109501,Kidney
Wiskott-Aldrich syndrome,WAS,ENSG00000015285,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to, 2}",CD46,ENSG00000117335,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to, 3}",CFI,ENSG00000205403,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to, 4}",CFB,ENSG00000243649,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to, 5}",C3,ENSG00000125730,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to, 6}",THBD,ENSG00000178726,Kidney
Mullerian aplasia and hyperandrogenism,WNT4,ENSG00000162552,Kidney
Joubert syndrome 22,PDE6D,ENSG00000156973,Kidney
"{Renal dysplasia, cystic, susceptibility to}",BICC1,ENSG00000122870,Kidney
"Nephrotic syndrome, type 20",TBC1D8B,ENSG00000133138,Kidney
Combined oxidative phosphorylation deficiency 11,RMND1,ENSG00000155906,Kidney
Polycystic kidney disease 5,DZIP1L,ENSG00000158163,Kidney
"Cystinosis, nephropathic",CTNS,ENSG00000040531,Kidney
"Cystinosis, atypical nephropathic",CTNS,ENSG00000040531,Kidney
Cardiofaciocutaneous syndrome,BRAF,ENSG00000157764,Kidney
Joubert syndrome 18,TCTN3,ENSG00000119977,Kidney
Multicentric carpotarsal osteolysis syndrome,MAFB,ENSG00000204103,Kidney
"Fanconi anemia, complementation group L",FANCL,ENSG00000115392,Kidney
Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,SOX18,ENSG00000203883,Kidney
"Hypocalciuric hypercalcemia, type II",GNA11,ENSG00000088256,Kidney
"Hypocalciuric hypercalcemia, type I",CASR,ENSG00000036828,Kidney
Thauvin-Robinet-Faivre syndrome,FIBP,ENSG00000172500,Kidney
Hyperglycinuria,SLC6A20,ENSG00000163817,Kidney
Hyperglycinuria,SLC6A19,ENSG00000174358,Kidney
Hyperglycinuria,SLC36A2,ENSG00000186335,Kidney
"{?IgA nephropathy, susceptibility to, 3}",SPRY2,ENSG00000136158,Kidney
Tuberous sclerosis-1,TSC1,ENSG00000165699,Kidney
"Microcephaly, short stature, and impaired glucose metabolism 2",PPP1R15B,ENSG00000158615,Kidney
Hajdu-Cheney syndrome,NOTCH2,ENSG00000134250,Kidney
Dicarboxylic aminoaciduria,SLC1A1,ENSG00000106688,Kidney
?Meckel syndrome 9,B9D1,ENSG00000108641,Kidney
Phosphoribosylpyrophosphate synthetase superactivity,PRPS1,ENSG00000147224,Kidney
"Gout, PRPS-related",PRPS1,ENSG00000147224,Kidney
Pseudo-TORCH syndrome 1,OCLN,ENSG00000197822,Kidney
Short-rib thoracic dysplasia 6 with or without polydactyly,NEK1,ENSG00000137601,Kidney
Joubert syndrome 5,CEP290,ENSG00000198707,Kidney
"Vertebral, cardiac, renal, and limb defects syndrome 3",NADSYN1,ENSG00000172890,Kidney
Heme oxygenase-1 deficiency,HMOX1,ENSG00000100292,Kidney
Cerebrocostomandibular syndrome,SNRPB,ENSG00000125835,Kidney
"Hypercalcemia, infantile, 2",SLC34A1,ENSG00000131183,Kidney
Nephronophthisis 19,DCDC2,ENSG00000146038,Kidney
McKusick-Kaufman syndrome,MKKS,ENSG00000125863,Kidney
"Tumoral calcinosis, hyperphosphatemic, familial, 1",GALNT3,ENSG00000115339,Kidney
Melnick-Needles syndrome,FLNA,ENSG00000196924,Kidney
Alpha-thalassemia/mental retardation syndrome,ATRX,ENSG00000085224,Kidney
Bardet-Biedl syndrome 21,C8orf37,ENSG00000156172,Kidney
"Nephrotic syndrome, type 10",EMP2,ENSG00000213853,Kidney
Nephronophthisis 18,CEP83,ENSG00000173588,Kidney
Focal segmental glomerulosclerosis 8,ANLN,ENSG00000011426,Kidney
Van Maldergem syndrome 2,FAT4,ENSG00000196159,Kidney
Senior-Loken syndrome 7,SDCCAG8,ENSG00000054282,Kidney
"Hyperoxaluria, primary, type III",HOGA1,ENSG00000241935,Kidney
Cranioectodermal dysplasia 2,WDR35,ENSG00000118965,Kidney
Papillorenal syndrome,PAX2,ENSG00000075891,Kidney
"Lipodystrophy, congenital generalized, type 2",BSCL2,ENSG00000168000,Kidney
"Hypoparathyroidism, sensorineural deafness, and renal dysplasia",GATA3,ENSG00000107485,Kidney
Joubert syndrome 6,TMEM67,ENSG00000164953,Kidney
Combined oxidative phosphorylation deficiency 33,C1QBP,ENSG00000108561,Kidney
Nephronophthisis 15,CEP164,ENSG00000110274,Kidney
"Osteogenesis imperfecta, type VII",CRTAP,ENSG00000170275,Kidney
Renpenning syndrome,PQBP1,ENSG00000102103,Kidney
"Congenital disorder of glycosylation, type IIg",COG1,ENSG00000166685,Kidney
"Hypophosphatemic rickets, autosomal recessive, 2",ENPP1,ENSG00000197594,Kidney
Parathyroid adenoma with cystic changes,CDC73,ENSG00000134371,Kidney
Hyperparathyroidism-jaw tumor syndrome,CDC73,ENSG00000134371,Kidney
"Nephronophthisis 2, infantile",INVS,ENSG00000119509,Kidney
Tumor predisposition syndrome,BAP1,ENSG00000163930,Kidney
Short-rib thoracic dysplasia 15 with polydactyly,DYNC2LI1,ENSG00000138036,Kidney
"Nephronophthisis 1, juvenile",NPHP1,ENSG00000144061,Kidney
"Tubulointerstitial kidney disease, autosomal dominant, 4",REN,ENSG00000143839,Kidney
Short-rib thoracic dysplasia 3 with or without polydactyly,DYNC2H1,ENSG00000187240,Kidney
"Bartter syndrome, type 4b, digenic",CLCNKA,ENSG00000186510,Kidney
"Bartter syndrome, type 4b, digenic",CLCNKB,ENSG00000184908,Kidney
"Glomerulosclerosis, focal segmental, 1",ACTN4,ENSG00000130402,Kidney
Alagille syndrome 1,JAG1,ENSG00000101384,Kidney
Frontometaphyseal dysplasia 1,FLNA,ENSG00000196924,Kidney
Senior-Loken syndrome 4,NPHP4,ENSG00000131697,Kidney
Mucopolysaccharidosis-plus syndrome,VPS33A,ENSG00000139719,Kidney
"Vertebral, cardiac, renal, and limb defects syndrome 1",HAAO,ENSG00000162882,Kidney
"Vertebral, cardiac, renal, and limb defects syndrome 2",KYNU,ENSG00000115919,Kidney
Fraser syndrome 2,FREM2,ENSG00000150893,Kidney
ZTTK syndrome,SON,ENSG00000159140,Kidney
"{Bardet-Biedl syndrome 1, modifier of}",CCDC28B,ENSG00000160050,Kidney
"{Bardet-Biedl syndrome 1, modifier of}",ARL6,ENSG00000113966,Kidney
Bardet-Biedl syndrome 1,BBS1,ENSG00000174483,Kidney
Fanconi-Bickel syndrome,SLC2A2,ENSG00000163581,Kidney
Joubert syndrome 14,TMEM237,ENSG00000155755,Kidney
"Fanconi anemia, complementation group N",PALB2,ENSG00000083093,Kidney
"Metaphyseal chondrodysplasia, Murk Jansen type",PTH1R,ENSG00000160801,Kidney
Nephronophthisis 7,GLIS2,ENSG00000126603,Kidney
"Epilepsy, progressive myoclonic 4, with or without renal failure",SCARB2,ENSG00000138760,Kidney
"Diabetes insipidus, nephrogenic",AVPR2,ENSG00000126895,Kidney
Phosphoglycerate kinase 1 deficiency,PGK1,ENSG00000102144,Kidney
Lymphangioleiomyomatosis,TSC1,ENSG00000165699,Kidney
"Lymphangioleiomyomatosis, somatic",TSC2,ENSG00000103197,Kidney
Leiomyomatosis and renal cell cancer,FH,ENSG00000091483,Kidney
Cystinuria,SLC3A1,ENSG00000138079,Kidney
Cystinuria,SLC7A9,ENSG00000021488,Kidney
"Opitz GBBB syndrome, type II",SPECC1L,ENSG00000100014,Kidney
Immunodeficiency 23,PGM3,ENSG00000013375,Kidney
Meckel syndrome 11,TMEM231,ENSG00000205084,Kidney
Multiple congenital anomalies-hypotonia-seizures syndrome 3,PIGT,ENSG00000124155,Kidney
Joubert syndrome 1,INPP5E,ENSG00000148384,Kidney
C1q deficiency,C1QA,ENSG00000173372,Kidney
C1q deficiency,C1QC,ENSG00000159189,Kidney
C1q deficiency,C1QB,ENSG00000173369,Kidney
Verheij syndrome,PUF60,ENSG00000179950,Kidney
Pierson syndrome,LAMB2,ENSG00000172037,Kidney
"Immunodeficiency, common variable, 6",CD81,ENSG00000110651,Kidney
"Myoglobinuria, acute recurrent, autosomal recessive",LPIN1,ENSG00000134324,Kidney
Pyruvate carboxylase deficiency,PC,ENSG00000173599,Kidney
"Renal tubular acidosis, proximal, with ocular abnormalities",SLC4A4,ENSG00000080493,Kidney
Pseudo-TORCH syndrome 3,STAT2,ENSG00000170581,Kidney
Glycogen storage disease XI,LDHA,ENSG00000134333,Kidney
Scalp-ear-nipple syndrome,KCTD1,ENSG00000134504,Kidney
"Nephrotic syndrome, type 11",NUP107,ENSG00000111581,Kidney
"Bartter syndrome, type 5, antenatal, transient",MAGED2,ENSG00000102316,Kidney
"Dyskeratosis congenita, X-linked",DKC1,ENSG00000130826,Kidney
Hyper-IgD syndrome,MVK,ENSG00000110921,Kidney
Renal hypodysplasia/aplasia 1,ITGA8,ENSG00000077943,Kidney
"Hyperparathyroidism, neonatal",CASR,ENSG00000036828,Kidney
Orofaciodigital syndrome I,OFD1,ENSG00000046651,Kidney
?Birk-Landau-Perez syndrome,SLC30A9,ENSG00000014824,Kidney
Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type),FBXL4,ENSG00000112234,Kidney
Renal cysts and diabetes syndrome,HNF1B,ENSG00000275410,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to, 1}",CFH,ENSG00000000971,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to}",CFHR3,ENSG00000116785,Kidney
"{Hemolytic uremic syndrome, atypical, susceptibility to}",CFHR1,ENSG00000244414,Kidney
?Meier-Gorlin syndrome 8,MCM5,ENSG00000100297,Kidney
Glycogen storage disease IV,GBE1,ENSG00000114480,Kidney
Meckel syndrome 13,TMEM107,ENSG00000179029,Kidney
Meckel syndrome 13,TMEM107,ENSG00000179029,Kidney
?Joubert syndrome 29,TMEM107,ENSG00000179029,Kidney
?Joubert syndrome 29,TMEM107,ENSG00000179029,Kidney
"Nephrotic syndrome, type 9",COQ8B,ENSG00000123815,Kidney
Paragangliomas 4,SDHB,ENSG00000117118,Kidney
"Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis",CLCN5,ENSG00000171365,Kidney
?Short-rib thoracic dysplasia 5 with or without polydactyly,WDR19,ENSG00000157796,Kidney
Occipital horn syndrome,ATP7A,ENSG00000165240,Kidney
SESAME syndrome,KCNJ10,ENSG00000177807,Kidney
Johanson-Blizzard syndrome,UBR1,ENSG00000159459,Kidney
"Nephrotic syndrome, type 2",NPHS2,ENSG00000116218,Kidney
"Hypomagnesemia 5, renal, with ocular involvement",CLDN19,ENSG00000164007,Kidney
Polycystic liver disease 1,PRKCSH,ENSG00000130175,Kidney
Nephronophthisis 4,NPHP4,ENSG00000131697,Kidney
Adams-Oliver syndrome 6,DLL4,ENSG00000128917,Kidney
Neuromuscular disease and ocular or auditory anomalies with or without seizures,DHX16,ENSG00000204560,Kidney
Sensorineural deafness with mild renal dysfunction,BSND,ENSG00000162399,Kidney
"Bartter syndrome, type 4a",BSND,ENSG00000162399,Kidney
Branchiootorenal syndrome 2,SIX5,ENSG00000177045,Kidney
Renal glucosuria,SLC5A2,ENSG00000140675,Kidney
Senior-Loken syndrome 9,TRAF3IP1,ENSG00000204104,Kidney
{Systemic lupus erythematosus susceptibility to},PTPN22,ENSG00000134242,Kidney
"{Lupus nephritis, susceptibility to}",FCGR2A,ENSG00000143226,Kidney
"{Systemic lupus erythematosus, susceptibility to}",FCGR2B,ENSG00000072694,Kidney
"{Systemic lupus erythematosus, susceptibility to}",CTLA4,ENSG00000163599,Kidney
"{Systemic lupus erythematosus, susceptibility to}",TREX1,ENSG00000213689,Kidney
"{Systemic lupus erythematosus, susceptibility to}",DNASE1,ENSG00000213918,Kidney
Senior-Loken syndrome 5,IQCB1,ENSG00000173226,Kidney
Diamond-Blackfan anemia 1,RPS19,ENSG00000105372,Kidney
Hyperphosphatasia with mental retardation syndrome 6,PIGY,ENSG00000255072,Kidney
"{Wilms tumor 6, susceptibility to}",REST,ENSG00000084093,Kidney
"Fanconi anemia, complementation group E",FANCE,ENSG00000112039,Kidney
"?Nephrolithiasis, calcium oxalate",SLC26A1,ENSG00000145217,Kidney
"Short stature, microcephaly, and endocrine dysfunction",XRCC4,ENSG00000152422,Kidney
Glycogen storage disease Ia,G6PC1,ENSG00000131482,Kidney
"CPT II deficiency, myopathic, stress-induced",CPT2,ENSG00000157184,Kidney
Polycystic liver disease 4 with or without kidney cysts,LRP5,ENSG00000162337,Kidney
Dent disease,CLCN5,ENSG00000171365,Kidney
"Tubulointerstitial kidney disease, autosomal dominant, 1",UMOD,ENSG00000169344,Kidney
Fanconi renotubular syndrome 1,GATM,ENSG00000171766,Kidney
"Diarrhea 10, protein-losing enteropathy type",PLVAP,ENSG00000130300,Kidney
"Nephrotic syndrome, type 4",WT1,ENSG00000184937,Kidney
"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1",POMT1,ENSG00000130714,Kidney
"Chondrodysplasia punctata, X-linked dominant",EBP,ENSG00000147155,Kidney
Burn-McKeown syndrome,TXNL4A,ENSG00000141759,Kidney
von Hippel-Lindau syndrome,VHL,ENSG00000134086,Kidney
"{von Hippel-Lindau syndrome, modifier of}",CCND1,ENSG00000110092,Kidney
Joubert syndrome 35,ARL3,ENSG00000138175,Kidney
"Anemia, sideroblastic, 4",HSPA9,ENSG00000113013,Kidney
"Multiple endocrine neoplasia, type IV",CDKN1B,ENSG00000111276,Kidney
